Rock,TagID,TagID_Corrected,Initial Survey ID,Relocate Survey ID,Original Riffle,2023 Riffle,2024 Inventory,2024 Riffle,Tag Size (mm),A-axis (mm) Longest,B-axis (mm) Intermediate,C-axis (mm) Thickness,Gravelometer (mm),Weight (g),Particle Class,Size Class1,Size Class2,Comments
197,111637,230000111637,351,651,3,,X,3B,32,168,104,67,128,1687,Cobble,SC2,SC,
213,111659,230000111659,333,633,3,,X,3B,32,164,139,68,128,2411,Cobble,SC2,SC,
196,111699,230000111699,377,677,3,,X,3B,32,185,124,79,128,3653,Cobble,SC2,SC,
201,111702,230000111702,329,629,3,,X,3B,32,115,108,100,128,1144,Cobble,SC2,SC,
262,607568,228000607568,300,600,3,,X,3B,23,91,69,40,64,384,Gravel,VCG2,VCG,
286,607575,228000607575,373,673,3,,X,3B,23,105,71,43,64,522,Gravel,VCG2,VCG,
,,209000133150,-,-,NA,,X,3B,23,65,36,24,45,94,Gravel,VCG1,VCG,
,,209000133170,-,-,NA,,X,3B,23,122,76,38,64,542.5,Gravel,VCG2,VCG,
,,209000133177,-,-,NA,,X,3B,23,87,66,41,64,368,Gravel,VCG2,VCG,
,,209000133178,-,-,NA,,X,3B,23,76,60,33,64,245.5,Gravel,VCG2,VCG,
,,209000133186,-,-,NA,,X,3B,23,73,60,35,64,286,Gravel,VCG2,VCG,
,,209000133193,-,-,NA,,X,3B,23,70,64,45,64,346.5,Gravel,VCG2,VCG,
,,209000133196,-,-,NA,,X,3B,23,76,62,40,64,296,Gravel,VCG2,VCG,
,,209000133201,-,-,NA,,X,3B,23,94,65,45,64,461.5,Gravel,VCG2,VCG,
,,209000133492,-,-,NA,,X,3B,23,68,54,45,64,212,Gravel,VCG2,VCG,
,,226001370202,-,-,NA,,X,3B,12,20,16,15,16,5.569,Gravel,MG2,MG,
,,226001370217,-,-,NA,,X,3B,12,39,31,14,32,44.5,Gravel,CG2,CG,
,,226001370220,-,-,NA,,X,3B,12,22,15,10,16,4.661,Gravel,MG2,MG,
,,226001370226,-,-,NA,,X,3B,12,41,22,14,32,31,Gravel,CG2,CG,
,,226001370229,-,-,NA,,X,3B,12,26,16,9,16,4.223,Gravel,MG2,MG,
,,226001370242,-,-,NA,,X,3B,12,24,21,12,16,4.828,Gravel,MG2,MG,
,,226001370246,-,-,NA,,X,3B,12,21,17,11,16,5.37,Gravel,MG2,MG,
,,226001370248,-,-,NA,,X,3B,12,28,28,26,32,45,Gravel,CG2,CG,
,,226001370268,-,-,NA,,X,3B,12,18,16,12,16,4.506,Gravel,MG2,MG,
,,226001370270,-,-,NA,,X,3B,12,39,29,12,32,33,Gravel,CG2,CG,
,,226001370282,-,-,NA,,X,3B,12,39,28,18,32,53,Gravel,CG2,CG,
,,226001370283,-,-,NA,,X,3B,12,30,29,17,32,41.5,Gravel,CG2,CG,
,,226001370300,-,-,NA,,X,3B,12,24,15,13,16,5.791,Gravel,MG2,MG,
,,226001370385,-,-,NA,,X,3B,12,22,17,13,16,6.371,Gravel,MG2,MG,
,,230000298009,-,-,NA,,X,3B,32,225,149,112,256,6900,Cobble,LC2,LC,
,,230000298010,-,-,NA,,X,3B,32,310,175,65,256,10400,Cobble,LC2,LC,
,,230000298015,-,-,NA,,X,3B,32,178,165,46,256,57000,Cobble,LC2,LC,
,,231000039793,-,-,NA,,X,3B,14,61,35,26,32,81.5,Gravel,CG2,CG,
,,231000039794,-,-,NA,,X,3B,14,42,33,21,45,79.5,Gravel,VCG1,VCG,
,,209000133110,-,-,NA,GravelAug,Deployed,GA P1,23,131,92,72,128,1429,Cobble,SC2,SC,
,,209000133126,-,-,NA,GravelAug,Deployed,GA P1,23,196,92,78,128,2591,Cobble,SC2,SC,
,,209000133130,-,-,NA,GravelAug,Deployed,GA P1,23,80,60,36,64,289,Gravel,VCG2,VCG,
,,209000133134,-,-,NA,GravelAug,Deployed,GA P1,23,63,51,34,64,157,Gravel,VCG2,VCG,
,,209000133137,-,-,NA,GravelAug,Deployed,GA P1,23,165,74,64,90,1338.5,Cobble,SC1,SC,
,,209000133147,-,-,NA,GravelAug,Deployed,GA P1,23,65,61,41,64,265.5,Gravel,VCG2,VCG,
,,209000133151,-,-,NA,GravelAug,Deployed,GA P1,23,90,58,40,64,295.5,Gravel,VCG2,VCG,
,,209000133155,-,-,NA,GravelAug,Deployed,GA P1,23,118,85,39,90,868,Cobble,SC1,SC,
,,209000133175,-,-,NA,GravelAug,Deployed,GA P1,23,159,105,68,128,2043,Cobble,SC2,SC,
,,209000133179,-,-,NA,GravelAug,Deployed,GA P1,23,84,58,47,64,371,Gravel,VCG2,VCG,
,,209000133181,-,-,NA,GravelAug,Deployed,GA P1,23,115,81,58,90,893,Cobble,SC1,SC,
,,209000133183,-,-,NA,GravelAug,Deployed,GA P1,23,81,57,46,64,332,Gravel,VCG2,VCG,
,,209000133185,-,-,NA,GravelAug,Deployed,GA P1,23,99,63,40,64,407,Gravel,VCG2,VCG,
,,209000133187,-,-,NA,GravelAug,Deployed,GA P1,23,95,94,40,90,630.5,Cobble,SC1,SC,
,,209000133191,-,-,NA,GravelAug,Deployed,GA P1,23,92,52,50,64,543,Gravel,VCG2,VCG,
,,209000133192,-,-,NA,GravelAug,Deployed,GA P1,32,117,105,60,128,1101,Cobble,SC2,SC,
,,209000133194,-,-,NA,GravelAug,Deployed,GA P1,23,85,66,42,64,348,Gravel,VCG2,VCG,
,,209000133204,-,-,NA,GravelAug,Deployed,GA P1,23,66,55,45,64,207.5,Gravel,VCG2,VCG,
,,209000133209,-,-,NA,GravelAug,Deployed,GA P1,23,124,118,87,128,1659.5,Cobble,SC2,SC,
,,226001370200,-,-,NA,GravelAug,Deployed,GA P1,12,17,15,10,16,3.822,Gravel,MG2,MG,
,,226001370216,-,-,NA,GravelAug,Deployed,GA P1,12,24,15,14,16,4.961,Gravel,MG2,MG,
,,226001370275,-,-,NA,GravelAug,Deployed,GA P1,12,37,27,14,32,39,Gravel,CG2,CG,
,,226001370293,-,-,NA,GravelAug,Deployed,GA P1,12,23,20,11,16,6.117,Gravel,MG2,MG,
,,226001370294,-,-,NA,GravelAug,Deployed,GA P1,12,50,29,15,32,58,Gravel,CG2,CG,
,,226001370330,-,-,NA,GravelAug,Deployed,GA P1,12,22,15,14,16,8.205,Gravel,MG2,MG,
,,230000298006,-,-,NA,GravelAug,Deployed,GA P1,32,264,167,82,256,8600,Cobble,LC2,LC,
,,230000298016,-,-,NA,GravelAug,Deployed,GA P1,32,250,175,98,256,9700,Cobble,LC2,LC,
,,231000039706,-,-,NA,GravelAug,Deployed,GA P1,14,46,27,26,32,66,Gravel,CG2,CG,
,,231000039712,-,-,NA,GravelAug,Deployed,GA P1,14,45,36,25,32,54.5,Gravel,CG2,CG,
,,231000039751,-,-,NA,GravelAug,Deployed,GA P1,14,36,32,31,32,58,Gravel,CG2,CG,
13,111502,230000111502,278,578,2,,X,GA P2,32,148,121,63,128,2125,Cobble,SC2,SC,
189,111526,230000111526,242,542,2,,X,GA P2,32,119,101,43,90,1036,Cobble,SC1,SC,
24,111553,230000111553,256,556,2,,X,GA P2,32,144,123,55,128,1551,Cobble,SC2,SC,
190,111608,230000111608,385,685,3,,X,GA P2,32,160,123,71,128,2236,Cobble,SC2,SC,
154,111611,230000111611,371,671,3,,X,GA P2,32,105,76,43,90,548,Cobble,SC1,SC,
54,111620,230000111620,204,504,2,,X,GA P2,32,159,120,46,128,1290,Cobble,SC2,SC,
32,111655,230000111655,258,558,2,,X,GA P2,32,107,68,56,90,697,Cobble,SC1,SC,
49,111711,230000111711,243,543,2,,X,GA P2,32,155,106,45,128,990,Cobble,SC2,SC,
281,607500,228000607500,356,656,3,,X,GA P2,23,102,64,55,64,373,Gravel,VCG2,VCG,
221,607518,228000607518,399,699,3,,X,GA P2,23,86,66,38,64,NA,Gravel,VCG2,VCG,
235,607519,228000607519,369,669,3,,X,GA P2,23,81,64,41,64,437,Gravel,VCG2,VCG,
230,607522,228000607522,306,606,3,,X,GA P2,23,136,61,33,64,516,Gravel,VCG2,VCG,
282,607523,228000607523,344,644,3,,X,GA P2,23,112,60,45,64,579,Gravel,VCG2,VCG,
285,607525,228000607525,313,613,3,,X,GA P2,23,90,71,34,64,414,Gravel,VCG2,VCG,
260,607542,228000607542,383,683,3,,X,GA P2,23,119,64,45,64,469,Gravel,VCG2,VCG,
248,607553,228000607553,388,688,3,,X,GA P2,23,76,59,50,64,435,Gravel,VCG2,VCG,
246,607555,228000607555,332,632,3,,X,GA P2,23,73,52,40,64,263,Gravel,VCG2,VCG,
236,607574,228000607574,376,676,3,,X,GA P2,23,62,43,32,64,140,Gravel,VCG2,VCG,
,,209000133113,-,-,NA,,X,GA P2,23,100,59,51,90,629,Cobble,SC1,SC,
,,209000133132,-,-,NA,,X,GA P2,23,135,95,73,128,1350,Cobble,SC2,SC,
,,226001370201,-,-,NA,,X,GA P2,12,26,16,7,16,3.799,Gravel,MG2,MG,
,,226001370207,-,-,NA,,X,GA P2,12,22,19,14,22.6,6.736,Gravel,CG1,CG,
,,226001370208,-,-,NA,,X,GA P2,12,20,18,15,22.6,5.638,Gravel,CG1,CG,
,,226001370214,-,-,NA,,X,GA P2,12,26,18,17,22.6,8.477,Gravel,CG1,CG,
,,226001370221,-,-,NA,,X,GA P2,12,23,17,15,16,7.044,Gravel,MG2,MG,
,,226001370225,-,-,NA,,X,GA P2,12,22,15,13,16,5.19,Gravel,MG2,MG,
,,226001370234,-,-,NA,,X,GA P2,12,19,16,6,16,2.279,Gravel,MG2,MG,
,,226001370241,-,-,NA,,X,GA P2,12,22,16,12,16,5.082,Gravel,MG2,MG,
,,226001370247,-,-,NA,,X,GA P2,12,22,15,10,16,3.018,Gravel,MG2,MG,
,,226001370269,-,-,NA,,X,GA P2,12,21,16,12,16,4.879,Gravel,MG2,MG,
,,226001370273,-,-,NA,,X,GA P2,12,18,15,9,16,2.443,Gravel,MG2,MG,
,,226001370276,-,-,NA,,X,GA P2,12,25,20,10,16,5.391,Gravel,MG2,MG,
,,226001370296,-,-,NA,,X,GA P2,12,22,15,9,16,3.569,Gravel,MG2,MG,
,,231000039704,-,-,NA,,X,GA P2,14,56,29,18,32,50,Gravel,CG2,CG,
,,231000039766,-,-,NA,,X,GA P2,14,38,35,26,32,44,Gravel,CG2,CG,
,,231000039792,-,-,NA,,X,GA P2,14,42,29,23,32,40.5,Gravel,CG2,CG,
,,209000132730,-,-,NA,,new,GA P2,23,213,165,116,180,6700,Cobble,LC1,LC,
,,209000132759,-,-,NA,,new,GA P2,23,185,175,98,180,5000,Cobble,LC1,LC,
,,226001370262,-,-,NA,,new,GA P2,12,30,20,20,22.6,18.5,Gravel,CG1,CG,
,,226001370227,-,-,NA,,new,GA P2,12,50,27,21,32,33,Gravel,CG2,CG,
,,226001370325,-,-,NA,,new,GA P2,12,37,35,25,32,50,Gravel,CG2,CG,
,,226001370249,-,-,NA,,new,GA P2,12,58,35,22,32,60,Gravel,CG2,CG,
,,226001370203,-,-,NA,Overflow,Deployed,Overflow,12,21,16,10,16,5.123,Gravel,MG2,MG,
,,226001370204,-,-,NA,Overflow,Deployed,Overflow,12,21,18,10,16,5.067,Gravel,MG2,MG,
,,226001370205,-,-,NA,Overflow,Deployed,Overflow,12,35,25,18,32,45,Gravel,CG2,CG,
,,226001370222,-,-,NA,Overflow,Deployed,Overflow,12,26,18,11,16,7.0078,Gravel,MG2,MG,
,,226001370230,-,-,NA,Overflow,Deployed,Overflow,12,47,29,16,32,59,Gravel,CG2,CG,
,,226001370236,-,-,NA,Overflow,Deployed,Overflow,12,27,21,16,32,33,Gravel,CG2,CG,
,,226001370259,-,-,NA,Overflow,Deployed,Overflow,12,22,17,10,16,4.273,Gravel,MG2,MG,
,,226001370291,-,-,NA,Overflow,Deployed,Overflow,12,36,29,10,32,32,Gravel,CG2,CG,
,,226001370397,-,-,NA,Overflow,Deployed,Overflow,12,20,18,7,16,3.093,Gravel,MG2,MG,
,,231000039741,-,-,NA,Overflow,Deployed,Overflow,14,35,39,21,32,35.5,Gravel,CG2,CG,
11,111501,230000111501,304,604,3,,X,,32,148,110,100,128,2344,Cobble,SC2,SC,
166,111506,230000111506,192,492,1,,X,,32,110,108,41,128,941,Cobble,SC2,SC,
14,111509,230000111509,322,622,3,,X,,32,103,99,48,90,750,Cobble,SC1,SC,
184,111511,230000111511,396,696,3,,X,,32,106,93,80,90,1175,Cobble,SC1,SC,
16,111518,230000111518,312,612,3,,X,,32,129,102,56,90,1168,Cobble,SC1,SC,
187,111519,230000111519,389,689,3,,X,,32,151,141,52,128,1937,Cobble,SC2,SC,
8,111528,230000111528,314,614,3,,X,,32,116,93,67,90,1027,Cobble,SC1,SC,
167,111535,230000111535,183,483,1,,X,,32,168,101,97,128,1715,Cobble,SC2,SC,
9,111537,230000111537,308,608,3,,X,,32,158,99,67,128,1856,Cobble,SC2,SC,
17,111539,230000111539,302,602,3,,X,,32,153,112,75,128,1871,Cobble,SC2,SC,
219,111546,230000111546,342,642,3,,X,,32,135,108,38,128,1187,Cobble,SC2,SC,
105,111550,230000111550,138,438,1,,X,,32,107,91,42,90,571,Cobble,SC1,SC,
94,111558,230000111558,100,400,1,,X,,32,145,118,52,128,1424,Cobble,SC2,SC,
207,111559,230000111559,335,635,3,,X,,32,104,81,74,90,892,Cobble,SC1,SC,
150,111563,230000111563,374,674,3,,X,,32,114,62,54,90,634,Cobble,SC1,SC,
31,111564,230000111564,262,562,2,,X,,32,109,85,42,90,747,Cobble,SC1,SC,
182,111569,230000111569,398,698,3,,X,,32,94,71,67,90,638,Cobble,SC1,SC,
153,111571,230000111571,315,615,3,,X,,32,126,87,39,90,849,Cobble,SC1,SC,
151,111573,230000111573,353,653,3,,X,,32,137,93,55,90,1165,Cobble,SC1,SC,
149,111582,230000111582,334,634,3,,X,,32,115,113,51,90,1007,Cobble,SC1,SC,
28,111585,230000111585,270,570,2,,X,,32,115,105,33,90,770,Cobble,SC1,SC,
142,111588,230000111588,-,-,NA,,,,32,110,77,55,90,937,Cobble,SC1,SC,
1,111589,230000111589,387,687,3,,X,,32,125,113,95,128,2284,Cobble,SC2,SC,
218,111591,230000111591,311,611,3,,X,,32,150,122,61,128,1204,Cobble,SC2,SC,
104,111593,230000111593,290,590,2,,X,,32,165,66,54,90,1192,Cobble,SC1,SC,
81,111598,230000111598,124,424,1,,X,,32,142,104,54,128,1046,Cobble,SC2,SC,
210,111600,230000111600,346,646,3,,X,,32,107,90,49,90,709,Cobble,SC1,SC,
128,111607,230000111607,175,475,1,,X,,32,113,100,63,90,1093,Cobble,SC1,SC,
186,111613,230000111613,394,694,3,,X,,32,136,112,43,90,1002,Cobble,SC1,SC,
80,111619,230000111619,219,519,2,,X,,32,95,64,54,90,460,Cobble,SC1,SC,
103,111622,230000111622,294,594,2,,X,,32,122,66,42,90,555,Cobble,SC1,SC,
144,111625,230000111625,357,657,3,,X,,32,118,106,77,128,1218,Cobble,SC2,SC,
20,111630,230000111630,321,621,3,,X,,32,115,98,59,90,1042,Cobble,SC1,SC,
84,111632,230000111632,115,415,1,,X,,32,124,96,53,90,802,Cobble,SC1,SC,
93,111636,230000111636,164,464,1,,X,,32,141,97,83,128,2024,Cobble,SC2,SC,
57,111639,230000111639,-,-,NA,,,,32,116,98,53,90,714,Cobble,SC1,SC,
27,111652,230000111652,272,572,2,,X,,32,120,78,71,90,861,Cobble,SC1,SC,
41,111654,230000111654,215,515,2,,X,,32,114,105,95,128,1678,Cobble,SC2,SC,
212,111662,230000111662,316,616,3,,X,,32,136,83,60,90,1117,Cobble,SC1,SC,
46,111665,230000111665,249,549,2,,X,,32,83,68,48,90,400,Cobble,SC1,SC,
173,111667,230000111667,193,493,1,,X,,32,153,114,52,128,1347,Cobble,SC2,SC,
45,111670,230000111670,231,531,2,,X,,32,95,80,51,90,627,Cobble,SC1,SC,
43,111672,230000111672,220,520,2,,X,,32,102,80,55,90,831,Cobble,SC1,SC,
117,111679,230000111679,134,434,1,,X,,32,141,105,79,128,1381,Cobble,SC2,SC,
185,111680,230000111680,380,680,3,,X,,32,131,112,71,128,1468,Cobble,SC2,SC,
75,111682,230000111682,200,500,2,,X,,32,110,97,52,90,812,Cobble,SC1,SC,
51,111685,230000111685,224,524,2,,X,,32,110,96,55,90,873,Cobble,SC1,SC,
147,111687,230000111687,301,601,3,,X,,32,167,118,59,128,1363,Cobble,SC2,SC,
5,111688,230000111688,318,618,3,,X,,32,116,90,40,90,655,Cobble,SC1,SC,
159,111690,230000111690,-,-,NA,,,,32,170,106,83,128,2708,Cobble,SC2,SC,
146,111691,230000111691,393,693,3,,X,,32,145,105,63,128,1716,Cobble,SC2,SC,
217,111692,230000111692,338,638,3,,X,,32,111,81,77,90,969,Cobble,SC1,SC,
70,111697,230000111697,235,535,2,,X,,32,115,89,65,128,985,Cobble,SC2,SC,
124,111707,230000111707,173,473,1,,X,,32,151,98,58,90,1186,Cobble,SC1,SC,
143,111710,230000111710,367,667,3,,X,,32,107,85,63,90,830,Cobble,SC1,SC,
79,111713,230000111713,223,523,2,,X,,32,104,86,45,90,730,Cobble,SC1,SC,
160,111721,230000111721,366,666,3,,X,,32,187,97,51,90,1395,Cobble,SC1,SC,
214,111724,230000111724,339,639,3,,X,,32,169,128,69,128,2436,Cobble,SC2,SC,
42,111727,230000111727,283,583,2,,X,,32,165,125,60,128,2087,Cobble,SC2,SC,
99,111731,230000111731,104,404,1,,X,,32,145,98,56,128,1335,Cobble,SC2,SC,
65,111739,230000111739,233,533,2,,X,,32,99,86,33,90,557,Cobble,SC1,SC,
211,111740,230000111740,330,630,3,,X,,32,145,94,62,90,1384,Cobble,SC1,SC,
33,111742,230000111742,265,565,2,,X,,32,111,72,46,90,646,Cobble,SC1,SC,
205,111743,230000111743,326,626,3,,X,,32,119,97,74,90,1151,Cobble,SC1,SC,
204,111744,230000111744,328,628,3,,X,,32,113,96,57,90,914,Cobble,SC1,SC,
62,111747,230000111747,202,502,2,,X,,32,110,100,59,128,897,Cobble,SC2,SC,
155,111748,230000111748,361,661,3,,X,,32,154,99,80,128,1669,Cobble,SC2,SC,
157,111749,230000111749,354,654,3,,X,,32,157,125,80,128,1961,Cobble,SC2,SC,
265,607529,228000607529,-,-,NA,,,,23,113,52,43,64,475,Gravel,VCG2,VCG,(line denotes rocks tagged in 2019 vs 2023)
277,607545,228000607545,298,598,2,,,,23,71,65,55,64,387,Gravel,VCG2,VCG,"LOST IN RIVER, NEVER RETRIEVED"
,,209000132802,-,-,NA,,new,,23,184,155,105,180,4768,Cobble,LC1,,
,,209000132723,-,-,NA,,new,,23,207,204,91,180,5526,Cobble,LC1,,
,,209000132797,-,-,NA,,new,,23,411,280,220,>256,29700,Boulder,FALSE,,
