DeployID,TagID,RecapID,RecapID_Clean,Size (mm),RiffleID,Site,SurveyID,Date,Notes
50239,226001370243,50739b*,50739,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50440,230000111686,50740,50740,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50241,231000039765,50741b*,50741,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50442,230000111592,50742,50742,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50443,231000039781,50743b,50743,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50444,230000111695,50744h*,50744,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50245,226001370356,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50446,230000111555,50746h,50746,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50447,228000607507,50747b,50747,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50448,230000111644,50748h,50748,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50449,230000111698,50749*,50749,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50450,230000111614,50750*,50750,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50451,228000607509,50751b,50751,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50452,228000607549,50752*,50752,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50453,228000607571,50753*,50753,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50454,228000607541,50754h,50754,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50455,228000607534,50755h,50755,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50456,228000607577,50756*,50756,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50457,226001370244,50757b,50757,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50458,228000607517,50758,50758,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50459,228000607560,50759h,50759,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50460,230000111560,50760*,50760,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50461,231000039735,50761b,50761,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50462,230000111566,50762,50762,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50463,228000607573,50763*,50763,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50464,231000039711,50764*,50764,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50465,230000298013,50765,50765,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50466,228000607524,50766h*,50766,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50467,228000607535,50767b*,50767,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50468,230000111643,50768,50768,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50469,228000607505,50769*,50769,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50270,226001370337,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50471,230000111534,50771,50771,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50472,228000607565,50772h*,50772,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50473,228000607520,50773*,50773,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50474,230000111541,50774*,50774,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50475,230000111523,50775*,50775,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50276,226001370219,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50477,230000111684,50777b*,50777,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50278,226001370342,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50479,230000111527,50779*,50779,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50480,228000607516,50780b*,50780,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50481,231000039720,50781b*,50781,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50482,230000111728,50782,50782,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50483,228000607537,50783*,50783,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50484,230000298011,50784h,50784,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50285,226001370228,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50486,228000607533,50786,50786,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50487,230000111510,50787h,50787,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50488,230000111624,50788h*,50788,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50489,230000111677,50789,50789,NA,1,Riffle 1,Relocate 2024,9/24/2024,M34 Detection Only
50490,230000111548,50790b*,50790,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50491,230000111570,50791h*,50791,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50492,230000111716,50792h,50792,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50493,230000111507,50793*,50793,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50494,226001370237,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50495,230000111594,50795b,50795,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50296,226001370235,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50497,230000111567,50797b,50797,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50298,226001370215,NA,NA,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
50499,230000111648,50799b,50799,NA,1,Riffle 1,Relocate 2024,9/24/2024,NA
51218,209000132797,NA,NA,BLD,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51219,209000133113,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51229,226001370201,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51231,226001370208,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51211,226001370241,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51228,228000607518,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51254,228000607523,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51221,228000607542,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51223,228000607574,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51237,230000111501,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51234,230000111506,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51201,230000111519,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51235,230000111526,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51204,230000111537,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51232,230000111546,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51217,230000111564,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51206,230000111573,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51203,230000111585,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51216,230000111589,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51202,230000111591,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51226,230000111593,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51220,230000111619,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51224,230000111620,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51243,230000111622,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51227,230000111625,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51242,230000111632,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51239,230000111636,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51209,230000111652,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51200,230000111655,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51241,230000111665,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51208,230000111670,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51225,230000111672,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51233,230000111682,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51240,230000111685,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51207,230000111697,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51230,230000111707,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51214,230000111713,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51238,230000111727,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51212,230000111731,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51236,230000111739,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51210,230000111742,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51222,230000111743,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51215,230000111747,NA,NA,CBL,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51205,231000039792,NA,NA,GRVAUG,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51213,209000132772,NA,NA,NA,2A,Riffle 2A,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B. This point was added in from field sheet
50131,226001370210,NA,NA,16,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50124,226001370218,NA,NA,16,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50122,226001370257,NA,NA,16,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50138,226001370271,NA,NA,16,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50115,226001370272,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50113,226001370280,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50120,226001370285,NA,NA,16,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50146,226001370298,NA,NA,16,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50133,226001370321,NA,NA,16,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50116,228000607506,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50101,228000607528,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50134,228000607538,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50144,228000607539,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50149,228000607547,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50109,228000607558,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50148,228000607561,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50112,228000607564,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50147,228000607569,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50104,228000607576,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50128,230000111515,NA,NA,362,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50132,230000111547,NA,NA,90,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50130,230000111583,NA,NA,90,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50129,230000111586,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50143,230000111587,NA,NA,256,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50100,230000111599,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50145,230000111602,NA,NA,180,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50125,230000111603,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50127,230000111605,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50136,230000111621,NA,NA,90,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50121,230000111629,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50105,230000111634,NA,NA,256,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50111,230000111645,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50137,230000111657,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50107,230000111658,NA,NA,90,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50119,230000111660,NA,NA,90,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50135,230000111671,NA,NA,90,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50117,230000111694,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50141,230000111704,NA,NA,64,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50139,230000111709,NA,NA,180,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50123,230000111718,NA,NA,90,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50114,230000111719,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50118,230000111729,NA,NA,>256,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50142,230000111732,NA,NA,180,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50102,230000111738,NA,NA,128,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50140,231000039715,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50103,231000039731,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50108,231000039734,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50110,231000039756,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50106,231000039774,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50126,231000039788,NA,NA,32,2A,Riffle 2A,Deploy 2023,4/24/2023,NA
50100,230000111599,50500h*,50500,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50101,228000607528,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50102,230000111738,50502h*,50502,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50103,231000039731,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50104,228000607576,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50105,230000111634,50505*,50505,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50106,231000039774,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50107,230000111658,50507*,50507,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50108,231000039734,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50109,228000607558,50509h*,50509,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50110,231000039756,50510hb*,50510,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50111,230000111645,50511h*,50511,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50112,228000607564,50512,50512,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50113,226001370280,50513b*,50513,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50114,230000111719,50514,50514,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50115,226001370272,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50116,228000607506,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50117,230000111694,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50118,230000111729,50518,50518,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50119,230000111660,50519h*,50519,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50120,226001370285,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50121,230000111629,50521h*,50521,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50122,226001370257,50522bh*,50522,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50123,230000111718,50523bh*,50523,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50124,226001370218,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50125,230000111603,50525hb*,50525,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50126,231000039788,50526*,50526,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50127,230000111605,50527h*,50527,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50128,230000111515,50528*,50528,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50129,230000111586,50529h*,50529,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50130,230000111583,50530b*,50530,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50131,226001370210,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50132,230000111547,50532hb*,50532,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50133,226001370321,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50134,228000607538,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50135,230000111671,50535*,50535,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50136,230000111621,50536*,50536,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50137,230000111657,50537,50537,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50138,226001370271,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50139,230000111709,50539*,50539,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50140,231000039715,50540b*,50540,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50141,230000111704,NA,NA,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50142,230000111732,50542h*,50542,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50143,230000111587,50543h*,50543,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50144,228000607539,50544*,50544,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50145,230000111602,50545h*,50545,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50146,226001370298,50546,50546,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50147,228000607569,50547*,50547,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50148,228000607561,50548h*,50548,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50149,228000607547,50549*,50549,NA,2A,Riffle 2A,Relocate 2023,9/26/2023,NA
50500,230000111599,50800*,50800,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50501,228000607528,50801b~,50801,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50502,230000111738,50802h*,50802,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50103,231000039731,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50104,228000607576,50804b*,50804,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50505,230000111634,50805*,50805,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50106,231000039774,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50507,230000111658,50807*,50807,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50108,231000039734,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50509,228000607558,50809,50809,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,M34 Detection Only
50510,231000039756,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50511,230000111645,50811*,50811,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50512,228000607564,50812*,50812,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50513,226001370280,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50514,230000111719,50814,50814,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50115,226001370272,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50116,228000607506,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50117,230000111694,50817*,50817,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50518,230000111729,50818,50818,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50519,230000111660,50819b*,50819,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50120,226001370285,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50521,230000111629,50821*,50821,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50522,226001370257,50822b*,50822,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50523,230000111718,50823*,50823,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50124,226001370218,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50525,230000111603,50825,50825,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50526,231000039788,50826b*,50826,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50527,230000111605,50827,50827,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50528,230000111515,50828*,50828,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50529,230000111586,50829*,50829,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50530,230000111583,50830*,50830,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50131,226001370210,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50532,230000111547,50832*,50832,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50133,226001370321,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50134,228000607538,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50535,230000111671,50835b*?,50835,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50536,230000111621,50836,50836,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50537,230000111657,50837*,50837,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50138,226001370271,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50539,230000111709,50839*,50839,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50540,231000039715,50840b*,50840,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50141,230000111704,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50542,230000111732,50842,50842,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,M34 Detection Only
50543,230000111587,50843*,50843,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50544,228000607539,50844*,50844,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50545,230000111602,50845*,50845,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50546,226001370298,NA,NA,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50547,228000607569,50847*,50847,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50548,228000607561,50848*,50848,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
50549,228000607547,50849*,50849,NA,2A,Riffle 2A,Relocate 2024,9/24/2024,NA
51263,209000132723,NA,NA,LC,2B,Riffle 2B,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51271,209000132802,NA,NA,LC,2B,Riffle 2B,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51275,226001370225,NA,NA,GRVAUG,2B,Riffle 2B,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51276,226001370247,NA,NA,GRVAUG,2B,Riffle 2B,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51269,226001370273,NA,NA,GRVAUG,2B,Riffle 2B,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
51266,226001370276,NA,NA,GRVAUG,2B,Riffle 2B,Deploy 2024_10,NA,Field Sheet DeployID includes 2A/2B
